Provider,Link,Course Name,Summary,Track,Platform,Hands On,Skill Level,Difficulty,Length,Evidence of Completion
DeepLearning.AI,https://www.deeplearning.ai/short-courses/safe-and-reliable-ai-via-guardrails/,Safe and Reliable AI via Guardrails,"Learn how to build AI applications with guardrails to mitigate failure modes like hallucinations, revealing sensitive info, off-topic drift. Apply these via input/output validation, and prebuilt or custom guardrails in the context of a RAG-powered chatbot.","Responsible AI, RAG, Technical Skills","GuardrailsAI, RAG, Python",Yes,Intermediate,Medium,2 Hours,Certificate of completion (DeepLearning.AI short course)
DeepLearning.AI,https://www.deeplearning.ai/short-courses/prompt-engineering-with-llama-2/,Prompt Engineering with Llama 2 & 3,"Teaches best practices for prompting Llama 2 & 3 models: few-shot & chain-of-thought prompting, comparing model variants (Chat, Code, Guard), safe/responsible use via Llama Guard. Includes code examples across multiple tasks.","Prompt Engineering, AI Literacy, Technical Skills","Llama 2 & 3 (Meta), Code Llama, Llama Guard",Yes,Intermediate,Medium,2 Hours,Certificate of completion (DeepLearning.AI short course)
DeepLearning.AI,https://www.deeplearning.ai/short-courses/llmops/,LLMOps,"Teaches the LLMOps pipeline: preparing / versioning data, supervised fine-tuning, deploying custom LLMs as APIs, plus safety monitoring and evaluation. Tools: BigQuery, Kubeflow Pipelines, Google Cloud.","MLOps, Machine Learning, Responsible AI","BigQuery, Kubeflow Pipelines, Google Cloud",Yes,Intermediate,Easy,1 Hour,Certificate upon completion; module quizzes + code examples
DeepLearning.AI,https://www.deeplearning.ai/short-courses/building-systems-with-chatgpt/,Building Systems with the ChatGPT API,"Shows how to automate multi-step workflows: chaining prompts, combining Python with LLM completions, building a customer service chatbot; includes safety, classification, evaluation.","Prompt Engineering, Technical Skills, AI Literacy","ChatGPT API, Python",Yes,Intermediate,Medium,2 Hours,Certificate of completion; interactive notebooks + quizzes + reading
DeepLearning.AI,https://www.deeplearning.ai/short-courses/building-applications-vector-databases/,Building Applications with Vector Databases,"Build six applications using vector databases: semantic search, RAG, recommender systems, hybrid search, image similarity, anomaly detection with hands-on code examples.","Technical Skills, RAG, Machine Learning",Vector databases; embeddings; Pinecone etc.,Yes,Intermediate,Medium,1 Hour,Certificate of completion; interactive videos + code examples
DeepLearning.AI,https://www.deeplearning.ai/short-courses/how-transformer-llms-work/,How Transformer LLMs Work,"Deep dive into transformer architecture: tokenization & embeddings, transformer blocks (attention, feed-forward), model heads; includes implementation examples & discussion of recent improvements.","Technical Skills, Machine Learning, AI Literacy","Transformer models (Hugging Face, etc.), architectures",Yes,Intermediate,Easy,2 Hours,Certificate of completion; videos + code examples + quiz reading material
DeepLearning.AI,https://www.deeplearning.ai/short-courses/quality-safety-llm-applications/,Quality and Safety for LLM Applications,"Teaches how to monitor & enhance safety/quality of LLM apps: detect hallucinations, prompt-injections/jailbreaks, data leakage, refusals; build custom monitoring systems for long-term evaluation.","Responsible AI, Machine Learning, Technical Skills",Python + tools for monitoring & evaluation,Yes,Novice,Medium,2 Hours,Certificate of completion; code examples & module progress shown
DeepLearning.AI,https://www.deeplearning.ai/short-courses/large-language-models-semantic-search/,Large Language Models with Semantic Search,"Covers how to enhance search with LLMs: beginning from keyword search, then embeddings & dense retrieval, reranking, and creating answers using retrieved content; includes hands-on practice with code.","Technical Skills, RAG, AI Literacy","Python, embeddings, LLMs, search libraries (e.g. Cohere)",Yes,Intermediate,Medium,1 Hour,Certificate upon completion; code examples included
DeepLearning.AI,https://www.deeplearning.ai/courses/natural-language-processing-specialization/,Natural Language Processing Specialization,"A 4-course intermediate specialization teaching core NLP techniques: classification, sequence modeling, attention/transformers. Concepts include sentiment analysis, machine translation, summarization, question-answering.","Machine Learning, Data Science, Technical Skills",Python; Hugging Face Transformers; other ML frameworks/tools,Yes,Intermediate,Intense,96 Hours,Specialization certificate via Coursera; project & quiz completion etc.
Hugging Face,https://huggingface.co/learn/llm-course/chapter1/1,"Hugging Face LLM Course, Chapter 1 (Introduction / Transformers etc.)","Introductory material on NLP and LLMs, focusing on Hugging Face ecosystem: Transformers, Datasets, Tokenizers, Accelerate, and how to use the Hugging Face Hub. Covers how LLMs differ from classic NLP.","AI Literacy, Technical Skills, Python Development","Hugging Face Transformers, Datasets, Tokenizers etc.",Yes (code examples),Novice,Medium,1 Hour,Completion of chapter tasks / quizzes; sharing results on Hugging Face Hub etc.
Hugging Face,https://huggingface.co/learn/mcp-course/unit0/introduction,"Model Context Protocol (MCP) Course, Unit 0: Introduction","Introductory unit for the MCP Course: outlines syllabus, certification options, expected pace; sets up tools, accounts, invites learners to join community (Discord), explains what MCP is and what you‚Äôll learn.","Technical Skills, AI Literacy, RAG",MCP / Hugging Face SDKs; examples in Python & TypeScript implied,Unknown / Mostly reading + setup + community interactions,Novice,Low,1 Hour,Certificate for fundamentals (if complete Unit 1); participation & assignments for full certificate; project sharing + challenge involvement
Hugging Face,https://huggingface.co/learn/agents-course/unit0/introduction,"Agents Course, Unit 0: Introduction / Onboarding","Onboarding unit for Agents course: explains course structure, tools, community (Discord), how course works, Q&A; prepares learners for upcoming units.","AI Literacy, Prompt Engineering, Technical Skills","Agents Course frameworks (smolagents etc.), general LLM knowledge",Mostly reading / community setup + perhaps light interactive content,Novice,Low,1 Hour,Certificate of Fundamentals of Agents after passing quiz in Unit 1; course certificate after completing later units.
fast.ai,https://course.fast.ai/,Practical Deep Learning for Coders,"Free course aimed at coders with some programming experience; covers how to apply deep learning to real-world problems (vision, NLP, tabular, deployment), using PyTorch, fastai, and popular libraries; emphasizes hands-on work via notebooks.","Machine Learning, Technical Skills, Generative AI (some advanced content)",fastai / PyTorch / Hugging Face / Jupyter Notebooks,"Yes (lab notebooks, coding assignments)",Intermediate,Intense,54 Hours,Completion of lessons & notebooks; working code artifacts; community discussion / code sharing; no official paid certificate (free) though learners often share their work.
edX,https://www.edx.org/learn/javascript/google-google-ai-for-javascript-developers-with-tensorflow-js,Google AI for JavaScript Developers with TensorFlow.js,"Teaches ML fundamentals for JavaScript developers: pre-made models, custom models, transfer learning, working with Tensors, building ML in web apps; more focused on application than mathematical theory.","Technical Skills, Prompt Engineering / ML Application, AI Literacy","TensorFlow.js, JavaScript, Web",Yes (code labs / examples),Intermediate,Moderate,28 Hours,Verified certificate via edX; graded assignments/examples; ability to show completed projects or code; course completion record.
edX,https://www.edx.org/learn/artificial-intelligence/google-google-ai-for-anyone,Google AI for Anyone,"Introductory course about what AI & ML are, demystifying hype; includes playing with data, recognizing images/sounds, seeing how AI is built & what ethics/fairness entail.","AI Literacy, Responsible AI, Machine Learning",General / web‚Äêbased examples; no coding required,Yes (light ‚Äúhands-on with data‚Äù / interactive examples),Novice,Easy,12 Hours,Verified certificate available via edX for paid track; module/quizzes + graded exercises
edX,https://www.edx.org/certificates/professional-certificate/google-fundamentals-of-google-ai-for-web-based-machine-learning,Fundamentals of Google AI for Web-Based Machine Learning (Professional Certificate),"Two-course program: starts with ‚ÄúGoogle AI for Anyone‚Äù (basic AI/ML concepts), then ‚ÄúGoogle AI for JavaScript Developers with TensorFlow.js‚Äù (web-based ML apps), giving learners capability to build ML apps in JS.","Technical Skills, Machine Learning, Prompt Engineering / AI Literacy","TensorFlow.js, JavaScript, web ML models (browser)","Yes (includes labs, applying models, retraining them)",Intermediate,Moderate,27 Hours,Professional Certificate; verified certificate; completing both courses + assignments; graded labs/quizzes
Udemy,https://www.udemy.com/course/chatgpt-prompt-engineering-free-course/,ChatGPT Prompt Engineering (Free Course),"Introduction to prompt engineering: fundamentals, prompt types, limitations of LLMs; with real-life examples to help craft better prompts.","Prompt Engineering, AI Literacy",ChatGPT / Generative AI tools (no specific tech requirement),Unknown / Mostly examples & video walkthroughs (not coding labs),Novice,Low,1 Hour,Course certificate / Udemy free badge upon video completion & quizzes (if any) via Udemy‚Äôs system
Udemy,https://www.udemy.com/course/prompt-engineering-101/,Prompt Engineering 101,A short beginner-friendly course covering principles & best practices of prompt engineering; includes ethical considerations and real-world applications.,"Prompt Engineering, AI Literacy",ChatGPT / LLMs (general),Yes (includes ‚Äúhands-on exercises‚Äù for prompts),Novice,Easy,1 Hour,Udemy certificate of completion + badges; completion record via Udemy
Udemy,https://www.udemy.com/course/mastering-prompt-engineering-learn-to-how-to-talk-to-ai/,Mastering Prompt Engineering: Unlock the Power of AI,"Covers fundamentals of prompt engineering, crafting precise prompts, advanced techniques like prompt chaining & system instructions; real-world applications like content generation & customer support.","Prompt Engineering, AI Literacy, Technical Skills",ChatGPT / LLMs / Generative AI tools,Yes (video lectures + practice quizzes + real-world examples),Novice,Easy,1 Hour,Certificate of Completion via Udemy; complete all lectures/quizzes to earn it.
Udemy,https://www.udemy.com/course/aim810-genai/,"Free Prompt Engineering Tutorial, Generative AI & Prompt Engineering (AIM810-GenAI)","Intro to Generative AI & essential prompt engineering techniques: what GenAI is, differences from traditional AI, basic prompt design, and ethical/societal implications.","Generative AI, Prompt Engineering, AI Literacy",General LLMs / Generative AI tools,No explicit labs; mostly video + concept content & examples/quizzes,Novice,Low,2 Hours,Certificate of Completion via Udemy after finishing the course content/quizzes.
Udemy,https://www.udemy.com/course/mlops-for-beginners/,Free MLOps Tutorial - MLOps for Beginners,"Teaches end-to-end ML lifecycle: how to design, build, manage ML model pipelines including ML platforms; introduces MLflow tool; aimed at getting learners familiar with MLOps & common challenges.","MLOps, Technical Skills, Machine Learning",MLflow / ML platforms (general),"No (mostly videos, examples, no heavy coding labs)",Novice,Easy,1 Hour,Certificate of Completion via Udemy; course badge upon finishing video content & quizzes (if any)
Udemy,https://www.udemy.com/course/build-ai-agents-with-n8n-free-hands-on-training/,Build AI Agents with n8n: Free Hands-On Training,Learn to build and deploy two working AI agents using n8n + OpenAI: including lead qualification agent & chat assistant; ideal for workflows automation & business tasks.,"Prompt Engineering, Technical Skills, Generative AI / Agents","n8n, OpenAI",Yes (hands-on agent builds + deployment),Novice,Easy,1 Hour,Certificate of Completion via Udemy; course badge once content & quizzes done / agents built.
Udemy,https://www.udemy.com/course/ai-literacy-essentials-working-responsibly-with-ai/,AI Literacy Essentials: Working Responsibly with AI,"Quick (~45-min) overview of AI basics, strengths/limitations, verifying AI outputs; includes workplace ethics, security, compliance (e.g. EU AI Act); designed for non-technical professionals.","AI Literacy, Responsible AI",General / workplace AI tools & practices,No (video based + examples / checklists),Novice,Low,1 Hour,Free course certificate via Udemy upon completing the video modules/quizzes etc.
Udemy,https://www.udemy.com/course/introduction-to-artificial-intelligence-in-software-testing/,Introduction to Artificial Intelligence in Software Testing,"Free short course (~30 min) covering fundamentals of AI/ML/DL as applied to software testing: AI‚Äôs relationship to testing, AI test-automation tools, use-cases, demo. Designed for testers or developers new to AI in testing.","Technical Skills, Machine Learning, AI Literacy",General AI tools + test automation tools,Unknown / minimal (video + demo),Novice,Low,1 Hour,Certificate of completion via Udemy (after finishing video lectures/quizzes)
Udemy,https://www.udemy.com/course/introduction-to-artificial-intelligence-c/,Introduction To Artificial Intelligence,"A free tutorial introducing AI concepts simply: comparing ML vs rule-based programming, exploring fields like deep learning, overview of AI algorithms, plus a look at Azure ML Studio as no-code environment.","AI Literacy, Machine Learning, Technical Skills",General AI / Azure ML Studio (no code),No (mostly video + conceptual / demo),Novice,Low,1 Hour,Udemy certificate of completion once video is completed; quiz or module completion as required by Udemy‚Äôs system.
Udemy,https://www.udemy.com/course/chatgpt-in-30-minutes-new-prompt-engineering-ai-skills/,ChatGPT in 30 Minutes: NEW Prompt Engineering & AI Skills,"Quick-starter that covers prompt engineering, AI vision, no-code programming, data analytics, with practical examples: how to use ChatGPT to generate video, analyze data, etc.","Prompt Engineering, Technical Skills, Generative AI",ChatGPT / LLMs / Vision & no-code tools,"Yes (practical examples, prompt exercises, creating content)",Novice,Easy,1 Hour,Udemy certificate when the video and any included exercises/quizzes are completed.
Udemy,https://www.udemy.com/course/the-top-5-machine-learning-libraries-in-python/,The Top 5 Machine Learning Libraries in Python,"Gentle introduction to 5 key Python ML libraries (e.g. NumPy, pandas, scikit-learn, etc.), using Jupyter Notebooks; helps learners understand supervised modeling process, core terminology, & how to use the libraries in real code.","Machine Learning, Technical Skills",Python / Jupyter Notebooks / main ML libraries,Yes (annotated notebooks + examples),Novice,Easy,1 Hour,Certificate of Completion via Udemy‚Äôs system upon finishing content/quizzes etc.
Udemy,https://www.udemy.com/course/what-is-machine-learning/,What is Machine Learning?,"Introductory course explaining supervised, unsupervised, reinforcement learning with many visual examples/animations; includes Python demos and encourages learners to try demo code; minimal math background needed.","AI Literacy, Machine Learning, Technical Skills",Python demos; general ML tools,Yes (Python demos / experimentation),Novice,Low,1 Hour,Udemy certificate upon course completion; downloadable resources & code demos from GitHub etc.
Udemy,https://www.udemy.com/course/a-gentle-introduction-to-generative-ai/,A Gentle Introduction to Generative AI,Beginner-friendly course on the fundamentals of generative AI and its use cases; covers what GenAI is and how it‚Äôs applied.,"AI Literacy, Generative AI, Technical Skills",General GenAI tools / concepts (no deep vendor-lock),No (mostly video + examples),Novice,Low,1 Hour,Certificate of completion via Udemy after completing the video content & any included quizzes / review material.
Udemy,https://www.udemy.com/course/ai-fundamentals-from-basics-to-generative-ai/,AI Fundamentals: From Basics to Generative AI,"Covers basic components of AI and ML, then journey to generative AI: using LLMs like ChatGPT / Claude in everyday tasks; good starter for non-tech or beginner tech users.","AI Literacy, Generative AI, Machine Learning",General AI/ML / LLMs (no deep technical platform required),Unknown (likely video with examples; limited interactivity),Novice,Easy,2 Hours,Certificate via Udemy upon course completion (lectures + any included assessments/quizzes).
Alison,https://alison.com/tag/artificial-intelligence-ai,"Artificial Intelligence (AI), Tag Collection","A collection of free AI-related courses on Alison covering basics, applications, tools, ethical matters, governance, ML, vision, NLP, etc.","AI Literacy, Machine Learning, Technical Skills",Alison platform (various),Varies per course (mostly reading/video; some with quizzes),Novice,Easy,15 Hours,Alison certificates or CPD-accredited certificate options (free enrolment; optional paid certificate in many cases)
Alison,https://alison.com/course/ai-governance-and-ethics,AI Governance and Ethics,"Free online course covering ethical, governance, security, and compliance issues around AI: AI bias, fairness; legal/regulatory frameworks; data protection/security; ensuring responsible AI in organizations.","Responsible AI, AI Literacy, Governance / Ethical AI",Alison,Yes (video + readings + assessments/quizzes),Novice,Easy,3 Hours,CPD-accredited certificate (Alison); certificate available after passing assessments (often achieve ‚â•80% required).
Alison,https://alison.com/course/artificial-intelligence-in-human-resource-management,Artificial Intelligence in Human Resource Management,"Explore how AI transforms HR: recruiting, employee experience, predictive analytics for retention, personalized development, skill-based hiring, and ethical HR decision-making.","Technical Skills, Machine Learning, Responsible AI",General AI tools / HR analytics,Unknown (primarily video/reading; no coding labs mentioned),Novice,Easy,2 Hours,CPD-accredited certificate via Alison; assessments/quizzes / progress tracking
Alison,https://alison.com/course/prompt-engineering-for-ai-applications,Prompt Engineering for AI Applications,"Teaches prompt design for AI-powered tools; guides learners to use advanced prompt techniques, understand ethical interactions, write clear prompts for content, images, code & more.","Prompt Engineering, AI Literacy, Technical Skills",General AI tools / large language models / image generation,Unknown (likely video + quizzes + examples; no coding labs explicitly mentioned),Novice,Moderate,2 Hours,CPD-accredited certificate via Alison upon passing course assessments / quizzes; certificate available
Alison,https://alison.com/course/chatgpt-prompt-engineering-from-beginner-to-expert,ChatGPT Prompt Engineering: From Beginner to Expert,"Teaches how to craft effective prompts for ChatGPT for tasks like summarization, translation, proofreading, image/graph generation, trend‚Äêdetection; includes practical examples.","Prompt Engineering, AI Literacy, Technical Skills",ChatGPT / Generative AI models,Yes (practical examples),Intermediate,Medium,2 Hours,CPD-accredited certificate via Alison after achieving ‚â•80% on course assessments; certificate option available.
Alison,https://alison.com/course/basics-of-prompt-engineering,Basics of Prompt Engineering,"Intro to designing prompts for generative AI models: basics, zero-/few-shot prompting, image generation (DALL-E, etc.), style modifiers, guidance for realistic images; also best practices.","Prompt Engineering, Generative AI, AI Literacy","General Generative AI models; DALL-E, Stable Diffusion, MidJourney, ChatGPT","Yes (examples, prompts, image generation tasks)",Novice,Intense,4 Hours,CPD-accredited certificate via Alison (must achieve ‚â•80% on assessments)
Udacity,"https://www.udacity.com/course/intro-to-artificial-intelligence, cs271?utm_medium=referral",Introduction to Artificial Intelligence (CS271),"Covers foundational AI concepts: machine learning, probabilistic reasoning, robotics, vision, NLP; introduces search, planning, uncertainty, and agents.","Machine Learning, AI Literacy, Technical Skills",General AI (Python / theory- + practice),Yes (problem sets; projects; coding),Intermediate,Intense,70 Hours,Certificate (Statement of Accomplishment) / project submissions / quizzes/homeworks.
Udacity,"https://www.udacity.com/course/aws-machine-learning-foundations, ud065",AWS Machine Learning Foundations,"Introductory course teaching ML fundamentals, using AWS tools like DeepComposer and SageMaker; includes software engineering practices, object-oriented programming, clean code, model building & deployment basics.","Machine Learning, Technical Skills, AI Literacy","AWS tools (DeepComposer, SageMaker)","Yes (hands-on labs, coding exercises)",Novice,Moderate,50 Hours,Certificate of Completion via Udacity after completing lessons + labs + quizzes.
Udacity,"https://www.udacity.com/course/intro-to-data-analysis, ud170",Introduction to Data Analytics,"Learn the full data analysis workflow: pose questions, wrangle/clean data, explore with NumPy/Pandas/Matplotlib, and complete a final project using real datasets.","Data Science, Technical Skills, Machine Learning","Python (NumPy, Pandas, Matplotlib)",Yes (project + code labs),Intermediate,Medium,43 Hours,Udacity course certificate; project submission; quizzes + assignments + final project required.
Udacity,"https://www.udacity.com/course/data-analysis-with-r, ud651",Data Analysis with R,"Covers exploratory data analysis (EDA) in R: univariate and multivariate exploration, data visualization, correlation, and a final project using RStudio.","Data Science, Technical Skills, Machine Learning",R / RStudio,Yes (problem sets + project),Intermediate,Medium,48 Hours,"Certificate from Udacity after completing all lessons, assignments, and final project."
Udacity,"https://www.udacity.com/course/data-structures-and-algorithms-interview-prep, cd13172",Data Structures & Algorithms Interview Prep,Prepares you for technical interviews by covering key data structure & algorithm concepts and giving you practice with coding challenges & problem-solving.,"Technical Skills, Machine Learning (foundational), AI Literacy",General coding / algorithms,Yes (practice problems + projects),Novice,Medium,2 Hours,Udacity certificate upon completing the course; code / problem submissions + review.
freeCodeCamp (via ClassCentral),https://www.classcentral.com/classroom/freecodecamp-tensorflow-2-0-complete-course-python-neural-networks-for-beginners-tutorial-105013,"TensorFlow 2.0 Complete Course, Python Neural Networks for Beginners Tutorial","Beginner friendly introduction to ML/AI with TensorFlow 2.0: neural networks, computer vision, NLP, reinforcement learning; hands-on examples via Python notebooks.","Machine Learning, Technical Skills, AI Literacy",TensorFlow 2.0 / Python / Jupyter / Colab,"Yes (coding notebooks, examples)",Novice,Moderate,7 Hours,Free course; code artifacts; video + notebooks; ability to follow along; no formal pro-certificate (but shareable completion and knowledge gained)
MIT OpenCourseWare,https://ocw.mit.edu/courses/6-034-artificial-intelligence-fall-2010,Artificial Intelligence (6.034),"A comprehensive introduction to AI: knowledge representation, problem solving, learning methods, planning, language & vision applications.","Technical Skills, Machine Learning, AI Literacy","MIT OCW (lectures, PDFs, assignments)","Yes (assignments, problem sets, projects)",Intermediate,Intense,80 Hours,Certificate via OCW not granted (free/open-content); you can complete all materials; transcript / proof is via self-reporting.
Harvard / edX / freeCodeCamp,https://www.classcentral.com/classroom/freecodecamp-harvard-cs50-s-artificial-intelligence-with-python-full-university-course-20535,CS50: Introduction to Artificial Intelligence with Python,"Explores core AI algorithms and theory (search, classification, probability, reinforcement learning, neural networks, NLP), combined with hands-on Python projects.","Technical Skills, Machine Learning, AI Literacy",HarvardX / freeCodeCamp / edX (video lectures + projects),Yes (coding projects and labs),Intermediate,Intense,220 Hours,Verified certificate available via HarvardX / edX; also free audit option; project submissions required.
H-EDUCATE via YouTube / Class Central,https://www.classcentral.com/course/youtube-chatgpt-prompt-engineering-course-146290,ChatGPT Prompt Engineering Course,"An introductory video-course teaching prompt engineering for ChatGPT: basics like LLM / NLP definitions, then various prompt types, practical examples, and factors like tokens, temperature, etc.","Prompt Engineering, AI Literacy",YouTube video series (H-EDUCATE),No (video + examples; no coding tasks),Novice,Easy,1 Hour,Certificate: None / no formal credential (since it‚Äôs a free video-course on YouTube) but you could get proof via screenshot / video progress.
University of Helsinki (mooc.fi),https://ethics-of-ai.mooc.fi/,The Ethics of AI,"Free self-paced MOOC exploring ethical issues in AI: fairness, transparency, accountability, non-maleficence, human rights, applying ethics theories via cases and assignments.","Responsible AI, AI Literacy",mooc.fi online platform (University of Helsinki),Yes - reading + assignments + peer review exercises,Novice,Easy,5 Hours,Certificate of completion + 2 ECTS credits if you enroll via the Open University version; must pass assignments/exercises: 90% of them + ‚â•80% accepted; the final assignment is required.
University of Helsinki & MinnaLearn / Elements of AI,https://www.elementsofai.com/,Elements of AI,"A free online course for all that explains what AI is, what it can (and cannot) do, and its societal effects; minimal math/programming required; combines text and interactive content.","AI Literacy, Responsible AI",General / theoretical / interactive online content,Yes (interactive exercises; quizzes; some minimal coding ideas but not required),Novice,Easy,50 Hours,Certificate option (free online certificate or LinkedIn certificate depending on location); assessments & interactive exercises; learner must complete exercises to qualify.
Harvard University / CS50,https://cs50.harvard.edu/ai/,CS50‚Äôs Introduction to Artificial Intelligence with Python,"Explores core AI concepts & algorithms: search algorithms, classification, optimization, machine learning, large language models; students build hands-on projects in Python.","Technical Skills, Machine Learning, AI Literacy","Python; uses libraries, programming + theory + project work","Yes (project assignments, coding in Python)",Intermediate,Intense,170 Hours,Verified certificate via edX (paid track); free audit available; projects + problem sets required; usable as transcript credit in some Harvard Extension / Summer / Online programs.
MIT OCW,https://ocw.mit.edu/courses/6-034-artificial-intelligence-fall-2010-40938,6.034 Artificial Intelligence,"Covers knowledge representation, problem solving, inference, learning, planning, natural language & vision; focuses on building intelligent systems via algorithms & theory.","Technical Skills, Machine Learning, AI Literacy","MIT OpenCourseWare (lectures, assignments, quizzes)","Yes (problem sets, programming assignments, projects)",Intermediate,Intense,36 Hours,"Self-paced access; all lecture videos, assignments & exams are available; no enrollment or certificate; proof via completion of assignments & work evidence."
HarvardX / CS50,https://cs50.harvard.edu/ai/,CS50‚Äôs Introduction to Artificial Intelligence with Python,"Teaches foundational AI/ML concepts: graph search, knowledge representation, optimization, machine learning, reinforcement learning, large language models; projects & Python implementations.","Technical Skills, Machine Learning, AI Literacy","edX / HarvardX / CS50 materials (videos, labs/projects)",Yes (hands-on projects in Python),Intermediate,Intense,140 Hours,Verified certificate via edX if you pay; free audit option; graded projects required; project submissions + quizzes + assignments.
NVIDIA / NVIDIA Academy,https://academy.nvidia.com/en/course/ai-for-all-from-basics-to-genai-practice/?cm=81220,AI for All: From Basics to GenAI Practice,"Introductory self-paced course covering basic AI concepts; moves into Generative AI (image generation), AI agents, physical AI (e.g. robotics), AI factories (infrastructure), and GPU‚Äôs role in enabling AI.","AI Literacy, Generative AI, Technical Skills",General AI / Nvidia tools & concepts,"No (mostly video, demos & conceptual content; limited hands-on practice noted)",Novice,Easy,3 Hours,3.4 Hours
NVIDIA / Deep Learning Institute (DLI),https://learn.nvidia.com/courses/course-detail?course_id=course-v1:DLI+S-FX-15+V1&ncid,Building RAG Agents with LLMs (course-v1:DLI S-FX-15 V1),"Course focused on building Retrieval Augmented Generation agents using LLMs; covers how to integrate retrieval systems, knowledge sources, possibly tools for building agents. (Exact syllabus details not fully public in search result)","RAG, Technical Skills, Generative AI",LLMs / NVIDIA DLI tools,Yes (hands-on labs / agent building) (inferred based on course type),Intermediate,Medium,8 Hours,Likely certificate via NVIDIA DLI upon completion (for free courses or when enrolled)
NVIDIA / Deep Learning Institute,https://learn.nvidia.com/courses/course-detail?course_id=course-v1:DLI+S-FX-07+V1&ncid,Generative AI Explained (NVIDIA DLI S-FX-07),"NVIDIA, intro to generative AI: covers what generative AI is, diffusion models, large language models, opportunities & risks; fits for people wanting to explore GenAI approaches.","Generative AI, AI Literacy, Responsible AI",NVIDIA‚Äôs DLI (online),Unknown (likely video + examples; labs not clearly indicated),Novice,Easy,12 Hours,Certificate via NVIDIA DLI upon completion (free enrollment)
LinkedIn Learning,https://www.linkedin.com/learning/introduction-to-artificial-intelligence-24947908/why-you-need-to-know-about-artificial-intelligence,Why You Need to Know About Artificial Intelligence,"High-level overview of AI: what AI is, major types (predictive, generative), machine learning basics, common AI systems, ethical/legal challenges, and business implications.","AI Literacy, Responsible AI",LinkedIn Learning (video course),No (video + examples + concepts; no coding),Novice,Low,2 Hours,Certificate/completion badge via LinkedIn Learning (if paid/subscribed)
Microsoft / GitHub,https://github.com/microsoft/Data-Science-For-Beginners/tree/main,Data Science For Beginners (Microsoft GitHub Curriculum),"A free 10-week, 20-lesson curriculum introducing data science: statistics & probability, working with relational/NoSQL data, Python + Pandas, visualization, lifecycle, cloud deployment, and real-world project-based lessons.","Data Science, Technical Skills, AI Literacy",GitHub + downloadable Jupyter notebooks / exercises,"Yes (assignments, quizzes, project-based lessons)",Novice,Medium,30 Hours,Pre- & post-lesson quizzes; project assignments; solutions provided; free and open license (MIT)
Kaggle,https://www.kaggle.com/learn/python,Learn Python (Kaggle),"Beginner friendly interactive Python course: covers basics of Python (variables, control flow, data structures), data manipulation, lists, functions; includes hands-on exercises in notebooks.","Technical Skills, Python Development, AI Literacy",Kaggle platform (browser notebooks + exercises),Yes (in-browser coding exercises),Novice,Easy,10 Hours,Kaggle course completion status; badges; exercises submitted; notebook work saved in Kaggle account
YouTube / MIT GenAI Summit,https://youtu.be/zjkBMFhNj_g?si=n0glkNLVdHMqi1Yd,[Video] Intro to Large Language Models,"A talk-style introduction explaining what large language models are, how they work, use cases, limitations, and perhaps some architectural basics.","AI Literacy, Generative AI",YouTube video,No (passive video; no interactive / labs unless extended materials),Novice,Low,1 Hour,"Watching the video + possibly taking notes or sharing a summary; unless there‚Äôs a quiz or assignment, ‚Äúevidence‚Äù is self-report or video screenshot."
YouTube / MIT GenAI Summit,https://youtu.be/f5Cm68GzEDE,[Video] From the MIT GenAI Summit: A Crash Course in Generative AI,"Overview of Generative AI as presented at MIT: key models, trends, real world applications, ethical considerations, maybe some demos.","Generative AI, AI Literacy",YouTube video,No,Novice,Easy,1 Hour,"Watching + reflection or summary; again, no formal certificate unless part of a larger program."
Youtube,https://www.youtube.com/watch?v=9vM4p9NN0Ts,Machine Learning I: Building Large Language Models (LLMs),"A lecture covering how ChatGPT-style models are built, from pre-training through SFT/RLHF, discussing data collection, algorithms, evaluation, and system components.","Machine Learning, Responsible AI, Technical Skills",LLM / General ML (Transformers etc.),No (lecture format; no coding labs obviously included in the video),Advanced,Intense,2 Hours,None obvious (just video; no IO-verified certificate or badge mentioned)
YouTube,https://www.youtube.com/watch?v=Rvppog1HZJY,Unknown,Unknown,,,Unknown,Intermediate,Moderate,1 Hour,Unknown
Youtube,https://www.youtube.com/watch?v=JKbtWimlzAE,Unknown,Unknown,,,Unknown,Intermediate,Moderate,1 Hour,Unknown
Anthropic,https://anthropic.skilljar.com/ai-fluency-framework-foundations,AI Fluency: Framework & Foundations,"Free course introducing the ‚AI Fluency Framework (Delegation, Description, Discernment, Diligence), covering generative AI fundamentals & how to collaborate with AI responsibly and effectively.","AI Literacy, Responsible AI, Prompt Engineering",General / Anthropic / Conceptual (not tied to a specific tool),"Yes, includes practical exercises/projects (ungraded)",Novice,Easy,2 Hours,Certificate of completion via Anthropic (Skilljar) / Course progress + exercises/projects / transcript or module completion
Anthropic,https://anthropic.skilljar.com/introduction-to-model-context-protocol,Introduction to Model Context Protocol,"Course teaching MCP (Model Context Protocol) for connecting Claude to external data sources and tools: building servers & clients, managing prompts/resources, with hands-on project (document management system).","Technical Skills, RAG, MLOps, Python Development",MCP (Anthropic / Python SDK),"Yes, includes hands-on project and coding components",Intermediate,Intense,1 Hour,Certificate of completion via Anthropic / module progress + quiz + project artifact
